"Search","Declaration in Workspace","Ctrl+G","JavaScript View"
"Views","Show View (Breakpoints)","Shift+Alt+Q B","In Windows"
"Manifest Editor Source","Format Source","Shift+Ctrl+F","PDE editor"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"C/C++ Source","Declaration","Ctrl+G","C/C++ Editor"
"Window","Show Ruler Context Menu","Ctrl+F10","Embedded Xtext Editor context"
"Text Editing","Text End","Ctrl+End","Embedded Xtext Editor context"
"Edit","Shift Left","Shift+Tab","C/C++ Editor"
"Navigate","Go to Matching Bracket","Shift+Ctrl+P","Editing Java Source"
"Edit","Find Previous","Shift+Ctrl+K","Embedded Xtext Editor context"
"Uncategorized","Extract Local Variable","Shift+Alt+L","Editing Xtext Source"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Edit","Select Next Element","Shift+Alt+Right","Editing in Structured Text Editors"
"C/C++ Source","Declaration","Ctrl+G","In C/C++ Views"
"Database Tools","Execute All","Ctrl+Alt+X","Editing SQL"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Source","Toggle Comment","Esc Ctrl+C","Editing JavaScript Source"
"Source","Quick Assist - Extract method","Ctrl+2 M","Editing Java Source"
"Edit","Select Previous Element","Shift+Alt+Left","Editing in Structured Text Editors"
"Source","Remove Block Comment","Shift+Ctrl+\","Editing Java Source"
